policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID04430,0.045575706,0.11,0.557692308,C22,16733
ID04431,0.352583401,0.11,0.336538462,C8,8794
ID04432,1.076639301,0.03,0.326923077,C8,8794
ID04433,0.603643558,0.1,0.451923077,C13,5410
ID04434,0.75215418,0.01,0.557692308,C14,7788
ID04435,1.210647116,0.05,0.538461538,C10,73430
ID04436,0.180722599,0.01,0.432692308,C1,4990
ID04437,0.086100524,0.14,0.326923077,C9,17804
ID04438,0.199714572,0.01,0.423076923,C3,4076
ID04439,0.714225583,0.02,0.336538462,C5,34738
ID04440,0.739176848,0.1,0.403846154,C3,4076
ID04441,0.084264985,0,0.346153846,C7,6112
ID04442,0.294052973,0.13,0.423076923,C2,27003
ID04443,0.772711178,0.08,0.538461538,C8,8794
ID04444,0.089140723,0.03,0.355769231,C2,27003
ID04445,0.138726724,0.08,0.346153846,C8,8794
ID04446,0.258036768,0.09,0.451923077,C19,27742
ID04447,0.151458577,0.06,0.730769231,C5,34738
ID04448,0.833245419,0.04,0.548076923,C8,8794
ID04449,0.662169618,0.07,0.423076923,C2,27003
ID04450,1.145337043,0.12,0.711538462,C14,7788
ID04451,0.74338624,0.02,0.288461538,C2,27003
ID04452,1.112249768,0.18,0.480769231,C8,8794
ID04453,0.692130232,0.14,0.307692308,C2,27003
ID04454,0.087234642,0.11,0.326923077,C19,27742
ID04455,0.213058357,0.07,0.288461538,C10,73430
ID04456,1.045614934,0.01,0.471153846,C8,8794
ID04457,0.244863705,0.05,0.394230769,C7,6112
ID04458,0.719883108,0.11,0.298076923,C2,27003
ID04459,0.813100775,0.02,0.5,C10,73430
ID04460,0.477557482,0.01,0.442307692,C5,34738
ID04461,1.101752981,0.03,0.423076923,C8,8794
ID04462,0.587044222,0.01,0.673076923,C5,34738
ID04463,1.076489025,0.01,0.403846154,C2,27003
ID04464,0.04484791,0.04,0.442307692,C7,6112
ID04465,0.073309062,0,0.298076923,C5,34738
ID04466,1.068897356,0.18,0.75,C8,8794
ID04467,0.131354738,0.12,0.288461538,C8,8794
ID04468,0.124090024,0.04,0.307692308,C1,4990
ID04469,0.279964599,0.04,0.711538462,C3,4076
ID04470,0.698392819,0,0.625,C5,34738
ID04471,0.639712411,0.06,0.461538462,C2,27003
ID04472,0.948187092,0.01,0.538461538,C7,6112
ID04473,0.334121992,0.02,0.567307692,C9,17804
ID04474,0.010162775,0.15,0.528846154,C8,8794
ID04475,0.296927141,0.06,0.413461538,C2,27003
ID04476,0.616096252,0.04,0.336538462,C4,21622
ID04477,0.601132695,0.11,0.413461538,C13,5410
ID04478,0.32684311,0.04,0.480769231,C16,16206
ID04479,0.599430321,0,0.721153846,C7,6112
ID04480,1.080223087,0.15,0.375,C7,6112
ID04481,1.147812201,0.19,0.596153846,C8,8794
ID04482,1.216968444,0.22,0.432692308,C2,27003
ID04483,0.23582921,0.07,0.548076923,C2,27003
ID04484,0.366997629,0.01,0.490384615,C3,4076
ID04485,0.556066362,0.06,0.375,C8,8794
ID04486,0.144144394,0.15,0.365384615,C8,8794
ID04487,0.732593181,0.01,0.307692308,C16,16206
ID04488,1.129316688,0.05,0.528846154,C7,6112
ID04489,0.890404582,0.04,0.557692308,C10,73430
ID04490,0.318405049,0.03,0.788461538,C5,34738
ID04491,0.093703915,0.01,0.798076923,C3,4076
ID04492,1.074122472,0.04,0.355769231,C17,65567
ID04493,0.495736375,0.08,0.442307692,C5,34738
ID04494,1.249681447,0.08,0.548076923,C8,8794
ID04495,0.524221242,0.09,0.336538462,C3,4076
ID04496,0.190546351,0,0.615384615,C10,73430
ID04497,0.097123696,0.1,0.346153846,C5,34738
ID04498,0.895612489,0.15,0.471153846,C12,34791
ID04499,1.103632505,0.02,0.5,C2,27003
ID04500,0.406917161,0.04,0.480769231,C2,27003
ID04501,1.151242713,0.03,0.673076923,C8,8794
ID04502,0.09808363,0.1,0.298076923,C5,34738
ID04503,0.170237665,0.01,0.432692308,C13,5410
ID04504,0.221441921,0.05,0.423076923,C8,8794
ID04505,0.149860626,0.06,0.317307692,C10,73430
ID04506,0.686979229,0.06,0.5,C5,34738
ID04507,0.077654002,0.13,0.326923077,C2,27003
ID04508,0.292956002,0.03,0.480769231,C10,73430
ID04509,0.093782309,0.14,0.403846154,C5,34738
ID04510,0.086664318,0.09,0.346153846,C10,73430
ID04511,0.265745104,0.01,0.451923077,C3,4076
ID04512,0.07128577,0.03,0.451923077,C10,73430
ID04513,0.221037217,0.21,0.336538462,C14,7788
ID04514,1.007739841,0.16,0.442307692,C13,5410
ID04515,0.632551574,0.09,0.596153846,C8,8794
ID04516,0.286884683,0.1,0.317307692,C7,6112
ID04517,0.287135297,0.02,0.346153846,C1,4990
ID04518,0.09044246,0.1,0.538461538,C5,34738
ID04519,0.659866421,0.04,0.317307692,C10,73430
ID04520,0.625019231,0.37,0.576923077,C8,8794
ID04521,0.233893812,0.11,0.471153846,C2,27003
ID04522,0.523384725,0.1,0.326923077,C8,8794
ID04523,0.540879189,0.11,0.355769231,C10,73430
ID04524,0.387705801,0.14,0.298076923,C5,34738
ID04525,1.027754952,0.15,0.692307692,C19,27742
ID04526,1.028753694,0.12,0.596153846,C14,7788
ID04527,1.060505945,0.08,0.365384615,C3,4076
ID04528,1.218991373,0.06,0.365384615,C8,8794
ID04529,0.098944308,0.02,0.740384615,C11,6108
ID04530,0.412401849,0.04,0.576923077,C12,34791
ID04531,0.280408185,0.01,0.605769231,C3,4076
ID04532,0.572584198,0.07,0.442307692,C3,4076
ID04533,0.09441501,0.03,0.490384615,C5,34738
ID04534,1.033022795,0.09,0.509615385,C8,8794
ID04535,0.034139601,0.03,0.538461538,C5,34738
ID04536,1.004170192,0.14,0.413461538,C2,27003
ID04537,1.124592291,0.15,0.375,C8,8794
ID04538,1.129104746,0.24,0.625,C8,8794
ID04539,0.312551396,0.04,0.298076923,C11,6108
ID04540,0.093629142,0.06,0.298076923,C10,73430
ID04541,0.199880405,0.02,0.423076923,C8,8794
ID04542,0.601782046,0.01,0.413461538,C3,4076
ID04543,0.071172268,0.02,0.355769231,C4,21622
ID04544,0.304321292,0.03,0.471153846,C5,34738
ID04545,1.214844021,0.14,0.423076923,C3,4076
ID04546,0.099987987,0,0.375,C8,8794
ID04547,0.496012915,0.01,0.336538462,C13,5410
ID04548,0.085292758,0.07,0.326923077,C2,27003
ID04549,0.632546557,0.08,0.5,C8,8794
ID04550,0.260504917,0.15,0.509615385,C8,8794
ID04551,1.237980151,0.06,0.336538462,C8,8794
ID04552,1.157032715,0.13,0.538461538,C10,73430
ID04553,0.081975449,0,0.365384615,C15,290
ID04554,1.064553664,0.14,0.442307692,C5,34738
ID04555,0.113972454,0,0.413461538,C8,8794
ID04556,1.001380705,0.15,0.653846154,C8,8794
ID04557,1.080141851,0.05,0.423076923,C3,4076
ID04558,0.09837971,0.03,0.298076923,C13,5410
ID04559,0.04879618,0,0.548076923,C7,6112
ID04560,0.903066931,0.04,0.471153846,C13,5410
ID04561,0.178511044,0.01,0.346153846,C8,8794
ID04562,0.409046211,0.02,0.375,C3,4076
ID04563,1.16026687,0.12,0.355769231,C3,4076
ID04564,1.077718446,0.02,0.394230769,C2,27003
ID04565,0.315198871,0.03,0.442307692,C5,34738
ID04566,0.462820702,0.06,0.384615385,C16,16206
ID04567,0.293214421,0.03,0.432692308,C9,17804
ID04568,0.203037716,0.1,0.605769231,C13,5410
ID04569,1.185485198,0.02,0.288461538,C11,6108
ID04570,1.18153139,0.1,0.326923077,C11,6108
ID04571,0.259657407,0.01,0.442307692,C13,5410
ID04572,0.274823141,0.01,0.461538462,C3,4076
ID04573,1.122348145,0.01,0.538461538,C10,73430
ID04574,1.021384229,0,0.384615385,C8,8794
ID04575,1.18768608,0.02,0.490384615,C15,290
ID04576,1.206516586,0.02,0.596153846,C2,27003
ID04577,0.156402797,0.15,0.471153846,C3,4076
ID04578,0.357367164,0,0.788461538,C1,4990
ID04579,1.042931428,0.09,0.807692308,C11,6108
ID04580,0.7598002,0.12,0.576923077,C19,27742
ID04581,0.547339207,0.1,0.605769231,C8,8794
ID04582,0.253335969,0.09,0.365384615,C13,5410
ID04583,0.078060538,0.11,0.509615385,C8,8794
ID04584,0.147446831,0.03,0.298076923,C9,17804
ID04585,0.308173128,0,0.451923077,C3,4076
ID04586,0.528816188,0.07,0.384615385,C5,34738
ID04587,0.099477201,0.31,0.288461538,C10,73430
ID04588,0.091943102,0,0.355769231,C5,34738
ID04589,0.975743256,0.08,0.490384615,C8,8794
ID04590,0.200398725,0.01,0.375,C5,34738
ID04591,0.319893476,0,0.336538462,C11,6108
ID04592,0.275662875,0,0.548076923,C18,35036
ID04593,0.111388956,0.12,0.355769231,C5,34738
ID04594,0.034983492,0.03,0.644230769,C19,27742
ID04595,0.036667836,0.03,0.490384615,C2,27003
ID04596,0.150785451,0.03,0.490384615,C3,4076
ID04597,1.178845896,0.17,0.759615385,C13,5410
ID04598,1.180585465,0.14,0.317307692,C2,27003
ID04599,0.892302587,0.04,0.355769231,C5,34738
ID04600,0.08291649,0.11,0.355769231,C14,7788
ID04601,1.220324691,0.12,0.394230769,C13,5410
ID04602,0.478157916,0.01,0.336538462,C3,4076
ID04603,0.926089029,0.01,0.586538462,C5,34738
ID04604,0.80917251,0.01,0.355769231,C3,4076
ID04605,0.073199524,0.09,0.548076923,C21,3264
ID04606,0.544519218,0.02,0.548076923,C5,34738
ID04607,1.13671901,0.1,0.471153846,C14,7788
ID04608,1.005544336,0.05,0.519230769,C8,8794
ID04609,0.196018842,0.03,0.317307692,C19,27742
ID04610,0.265884466,0,0.336538462,C5,34738
ID04611,0.310111634,0.11,0.442307692,C2,27003
ID04612,0.822813381,0.03,0.461538462,C6,13051
ID04613,0.092360659,0.1,0.519230769,C5,34738
ID04614,1.076565482,0.09,0.548076923,C2,27003
ID04615,0.37630538,0,0.615384615,C6,13051
ID04616,1.04573456,0.06,0.307692308,C11,6108
ID04617,0.428517697,0.03,0.375,C5,34738
ID04618,1.044839975,0.14,0.576923077,C8,8794
ID04619,0.011565785,0,0.461538462,C5,34738
ID04620,1.129387894,0.09,0.605769231,C2,27003
ID04621,0.043404234,0.01,0.5,C5,34738
ID04622,0.653554063,0.01,0.567307692,C9,17804
ID04623,1.069791674,0.16,0.307692308,C19,27742
ID04624,1.152926328,0.06,0.423076923,C5,34738
ID04625,1.043536742,0.04,0.721153846,C5,34738
ID04626,1.1291759,0.09,0.461538462,C10,73430
ID04627,0.463486986,0,0.298076923,C8,8794
ID04628,1.096711012,0.1,0.548076923,C8,8794
ID04629,0.033258367,0,0.730769231,C8,8794
ID04630,0.100690348,0.04,0.413461538,C5,34738
ID04631,1.049537967,0.04,0.490384615,C8,8794
ID04632,0.193089889,0.15,0.346153846,C5,34738
ID04633,0.474784534,0.03,0.557692308,C3,4076
ID04634,0.781680823,0.08,0.471153846,C8,8794
ID04635,1.001694154,0.03,0.471153846,C2,27003
ID04636,1.124108908,0.14,0.413461538,C8,8794
ID04637,0.105392581,0,0.5,C3,4076
ID04638,0.066775184,0.04,0.317307692,C8,8794
ID04639,0.875823726,0.05,0.490384615,C8,8794
ID04640,0.725816647,0.09,0.336538462,C8,8794
ID04641,1.096451448,0.02,0.548076923,C8,8794
ID04642,0.501858742,0.03,0.384615385,C13,5410
ID04643,0.371790619,0.05,0.317307692,C5,34738
ID04644,0.584233613,0,0.442307692,C8,8794
ID04645,0.175298074,0.12,0.375,C6,13051
ID04646,0.936887476,0.04,0.490384615,C2,27003
ID04647,0.392957105,0.19,0.490384615,C10,73430
ID04648,1.166733108,0.05,0.298076923,C2,27003
ID04649,0.023395185,0,0.548076923,C10,73430
ID04650,0.779907996,0.03,0.365384615,C2,27003
ID04651,0.348072141,0.05,0.586538462,C9,17804
ID04652,1.075373094,0.12,0.365384615,C5,34738
ID04653,0.854785489,0,0.461538462,C5,34738
ID04654,1.089500886,0.05,0.288461538,C4,21622
ID04655,0.927519158,0.1,0.403846154,C9,17804
ID04656,0.873745918,0.06,0.326923077,C8,8794
ID04657,0.190738051,0.07,0.336538462,C11,6108
ID04658,0.428815296,0.02,0.365384615,C2,27003
ID04659,1.241750825,0.08,0.673076923,C8,8794
ID04660,0.289784229,0.01,0.413461538,C2,27003
ID04661,0.719602257,0.04,0.288461538,C8,8794
ID04662,1.075721496,0.01,0.432692308,C5,34738
ID04663,1.109085038,0.14,0.346153846,C2,27003
ID04664,0.082979373,0.11,0.288461538,C8,8794
ID04665,0.140096809,0.15,0.288461538,C7,6112
ID04666,0.44896903,0.1,0.5,C13,5410
ID04667,0.037356463,0,0.759615385,C5,34738
ID04668,1.182711631,0.04,0.403846154,C8,8794
ID04669,0.609890608,0.14,0.384615385,C13,5410
ID04670,1.078068916,0.08,0.711538462,C5,34738
ID04671,1.096695892,0.02,0.634615385,C8,8794
ID04672,0.062377434,0.01,0.384615385,C2,27003
ID04673,1.009371502,0.09,0.461538462,C8,8794
ID04674,1.185962256,0.1,0.490384615,C19,27742
ID04675,0.085071855,0.05,0.490384615,C7,6112
ID04676,0.494832404,0.02,0.461538462,C10,73430
ID04677,0.093538215,0.06,0.471153846,C15,290
ID04678,1.156940448,0.04,0.336538462,C5,34738
ID04679,0.44773075,0.06,0.375,C2,27003
ID04680,0.003057689,0.01,0.519230769,C3,4076
ID04681,0.098768478,0.1,0.326923077,C7,6112
ID04682,1.245396469,0.04,0.365384615,C2,27003
ID04683,0.098753619,0.09,0.394230769,C8,8794
ID04684,1.116039569,0.14,0.355769231,C8,8794
ID04685,0.022350138,0.08,0.317307692,C7,6112
ID04686,1.176867952,0.04,0.586538462,C3,4076
ID04687,0.05992856,0.13,0.384615385,C8,8794
ID04688,0.524249866,0.04,0.423076923,C8,8794
ID04689,0.535378322,0.04,0.413461538,C14,7788
ID04690,0.400785034,0.03,0.538461538,C17,65567
ID04691,0.95689782,0.13,0.471153846,C13,5410
ID04692,0.665681713,0.06,0.701923077,C3,4076
ID04693,0.893602981,0.06,0.432692308,C13,5410
ID04694,1.031612043,0.11,0.644230769,C19,27742
ID04695,1.038701746,0.17,0.711538462,C14,7788
ID04696,1.181434796,0.02,0.365384615,C15,290
ID04697,0.319286683,0.06,0.317307692,C3,4076
ID04698,0.629742237,0.1,0.653846154,C13,5410
ID04699,1.129829843,0.07,0.509615385,C3,4076
ID04700,1.119783611,0.09,0.317307692,C7,6112
ID04701,0.779767633,0.01,0.355769231,C8,8794
ID04702,0.062568219,0,0.576923077,C5,34738
ID04703,1.180835305,0.03,0.307692308,C8,8794
ID04704,0.550940268,0.07,0.336538462,C17,65567
ID04705,0.463358092,0.06,0.471153846,C5,34738
ID04706,0.455400329,0.08,0.451923077,C8,8794
ID04707,0.097222791,0.2,0.375,C5,34738
ID04708,0.136916094,0.03,0.346153846,C2,27003
ID04709,1.208349649,0.11,0.432692308,C3,4076
ID04710,0.244037761,0.12,0.442307692,C11,6108
ID04711,0.103974118,0.1,0.596153846,C2,27003
ID04712,0.186369987,0.12,0.365384615,C13,5410
ID04713,0.099527906,0.19,0.394230769,C5,34738
ID04714,1.249666206,0.15,0.663461538,C8,8794
ID04715,0.071356601,0.04,0.346153846,C8,8794
ID04716,1.245672331,0.05,0.317307692,C8,8794
ID04717,0.024279377,0.03,0.586538462,C3,4076
ID04718,0.581197793,0.01,0.403846154,C5,34738
ID04719,0.00337964,0.08,0.403846154,C7,6112
ID04720,0.086060764,0.08,0.307692308,C2,27003
ID04721,0.410464099,0.1,0.307692308,C2,27003
ID04722,0.405778497,0.02,0.548076923,C19,27742
ID04723,1.363010821,0.11,0.413461538,C5,34738
ID04724,1.003462289,0.11,0.673076923,C8,8794
ID04725,0.534407677,0.03,0.451923077,C12,34791
ID04726,1.133524765,0.04,0.288461538,C5,34738
ID04727,0.461570093,0.1,0.375,C8,8794
ID04728,1.020921243,0.18,0.375,C8,8794
ID04729,0.453536341,0.03,0.634615385,C16,16206
ID04730,0.585548362,0.02,0.557692308,C5,34738
ID04731,1.110498769,0.14,0.817307692,C5,34738
ID04732,0.155055328,0.05,0.403846154,C3,4076
ID04733,0.504795462,0,0.451923077,C5,34738
ID04734,0.844295896,0.1,0.615384615,C13,5410
ID04735,1.066231996,0.14,0.567307692,C17,65567
ID04736,0.636312439,0.03,0.317307692,C13,5410
ID04737,1.155860531,0.18,0.653846154,C8,8794
ID04738,0.02489938,0,0.519230769,C6,13051
ID04739,0.234833952,0.09,0.557692308,C2,27003
ID04740,0.294789778,0.05,0.653846154,C2,27003
ID04741,0.369003007,0.13,0.375,C5,34738
ID04742,1.161060957,0.01,0.730769231,C9,17804
ID04743,0.101233452,0.08,0.605769231,C3,4076
ID04744,0.308883585,0.1,0.307692308,C8,8794
ID04745,1.179847646,0.03,0.519230769,C19,27742
ID04746,0.301478253,0.04,0.336538462,C5,34738
ID04747,0.285363699,0.01,0.509615385,C3,4076
ID04748,0.128553658,0.1,0.490384615,C11,6108
ID04749,0.559093911,0.04,0.471153846,C2,27003
ID04750,1.141940014,0.03,0.634615385,C13,5410
ID04751,1.068575846,0.12,0.509615385,C8,8794
ID04752,1.075287755,0.05,0.346153846,C7,6112
ID04753,1.092990494,0.05,0.461538462,C12,34791
ID04754,0.098141462,0.04,0.307692308,C3,4076
ID04755,0.728844682,0.15,0.471153846,C12,34791
ID04756,0.267387022,0,0.336538462,C5,34738
ID04757,0.257551611,0.03,0.375,C1,4990
ID04758,0.372275073,0.05,0.336538462,C4,21622
ID04759,1.110957061,0.06,0.528846154,C13,5410
ID04760,0.092419281,0.12,0.442307692,C5,34738
ID04761,0.480632626,0.12,0.365384615,C9,17804
ID04762,0.619496172,0.13,0.519230769,C5,34738
ID04763,0.020346114,0.08,0.317307692,C8,8794
ID04764,0.831339191,0.13,0.538461538,C2,27003
ID04765,0.240676137,0.11,0.413461538,C5,34738
ID04766,0.569648932,0.1,0.355769231,C13,5410
ID04767,0.112950062,0.2,0.298076923,C2,27003
ID04768,0.414435581,0.01,0.394230769,C5,34738
ID04769,0.023151354,0,0.490384615,C3,4076
ID04770,1.063039209,0.31,0.692307692,C5,34738
ID04771,0.975355586,0.03,0.326923077,C8,8794
ID04772,1.052501291,0.11,0.5,C10,73430
ID04773,0.465123796,0.19,0.682692308,C8,8794
ID04774,0.237973786,0.08,0.394230769,C5,34738
ID04775,0.328782172,0.02,0.451923077,C3,4076
ID04776,0.248884497,0.12,0.490384615,C8,8794
ID04777,0.091918569,0.02,0.548076923,C3,4076
ID04778,0.168977609,0.01,0.586538462,C1,4990
ID04779,0.020876011,0.11,0.336538462,C8,8794
ID04780,1.005255668,0.08,0.394230769,C5,34738
ID04781,0.032247918,0,0.317307692,C3,4076
ID04782,0.179645399,0.1,0.413461538,C8,8794
ID04783,1.181270602,0.03,0.557692308,C9,17804
ID04784,0.329642438,0.14,0.336538462,C10,73430
ID04785,0.445450726,0.05,0.365384615,C10,73430
ID04786,0.329551439,0.16,0.394230769,C10,73430
ID04787,0.971513575,0.07,0.403846154,C13,5410
ID04788,1.156430019,0.01,0.740384615,C6,13051
ID04789,0.091596469,0.03,0.461538462,C10,73430
ID04790,0.229233977,0.03,0.538461538,C7,6112
ID04791,0.320363623,0,0.576923077,C5,34738
ID04792,1.080936991,0.01,0.432692308,C8,8794
ID04793,0.006279363,0.03,0.336538462,C3,4076
ID04794,1.230778076,0.05,0.557692308,C7,6112
ID04795,0.333070305,0.01,0.375,C2,27003
ID04796,0.351990926,0.25,0.317307692,C8,8794
ID04797,0.022698933,0,0.432692308,C8,8794
ID04798,1.04300454,0.05,0.442307692,C10,73430
ID04799,0.402020844,0.13,0.355769231,C9,17804
ID04800,1.207015092,0.23,0.634615385,C2,27003
ID04801,0.134751731,0.07,0.451923077,C3,4076
ID04802,1.010987297,0.06,0.653846154,C3,4076
ID04803,0.726139373,0.1,0.480769231,C2,27003
ID04804,0.989598276,0.01,0.480769231,C7,6112
ID04805,0.685733602,1,0.317307692,C3,4076
ID04806,0.280467345,0.09,0.548076923,C5,34738
ID04807,1.213056423,0.13,0.759615385,C5,34738
ID04808,0.034137529,0.03,0.288461538,C22,16733
ID04809,0.700202689,0.01,0.548076923,C14,7788
ID04810,1.013818611,0.05,0.336538462,C8,8794
ID04811,0.279320469,0.12,0.451923077,C5,34738
ID04812,0.593880433,0.02,0.432692308,C5,34738
ID04813,1.054840693,0.02,0.5,C9,17804
ID04814,1.161670362,0.02,0.778846154,C18,35036
ID04815,1.140276076,0.11,0.365384615,C2,27003
ID04816,1.240289818,0.09,0.451923077,C13,5410
ID04817,0.372016459,0.01,0.653846154,C5,34738
ID04818,0.549403217,0.01,0.605769231,C5,34738
ID04819,0.096515759,0.01,0.509615385,C3,4076
ID04820,0.335712514,0.05,0.413461538,C8,8794
ID04821,0.09936188,0.03,0.442307692,C10,73430
ID04822,0.084927592,0.14,0.432692308,C15,290
ID04823,1.002885297,0.01,0.615384615,C14,7788
ID04824,0.620734747,0.06,0.759615385,C5,34738
ID04825,0.057871947,0,0.519230769,C2,27003
ID04826,1.231145952,0.09,0.317307692,C8,8794
ID04827,1.095969639,0.15,0.663461538,C12,34791
ID04828,0.080080821,0.02,0.288461538,C2,27003
ID04829,0.296302034,0.11,0.384615385,C15,290
ID04830,1.110681337,0.12,0.432692308,C8,8794
ID04831,0.213458003,0.11,0.423076923,C8,8794
ID04832,0.40912352,0.11,0.519230769,C14,7788
ID04833,1.195109361,0.13,0.625,C7,6112
ID04834,0.610315121,0.12,0.701923077,C5,34738
ID04835,0.850854795,0.05,0.394230769,C2,27003
ID04836,0.496913748,0.01,0.432692308,C7,6112
ID04837,0.068813456,0,0.557692308,C9,17804
ID04838,0.799452169,0.02,0.538461538,C13,5410
ID04839,1.191085339,0.09,0.288461538,C13,5410
ID04840,0.718641061,0.1,0.346153846,C2,27003
ID04841,1.028403743,0.01,0.701923077,C3,4076
ID04842,1.04159784,0.11,0.307692308,C8,8794
ID04843,1.067525256,0.08,0.461538462,C8,8794
ID04844,1.136874376,0.01,0.567307692,C14,7788
ID04845,1.058907824,0.06,0.721153846,C14,7788
ID04846,0.581628184,0.05,0.288461538,C10,73430
ID04847,1.02719442,0.06,0.355769231,C10,73430
ID04848,1.245415458,0.14,0.375,C8,8794
ID04849,1.214423363,0.1,0.557692308,C1,4990
ID04850,0.790910633,0.04,0.413461538,C2,27003
ID04851,0.011558964,0,0.692307692,C8,8794
ID04852,0.938535727,0.04,0.557692308,C8,8794
ID04853,0.095311263,0.01,0.346153846,C1,4990
ID04854,0.062644054,0,0.557692308,C3,4076
ID04855,1.135092163,0.02,0.375,C14,7788
ID04856,0.009359631,0.01,0.605769231,C3,4076
ID04857,1.08787685,0.14,0.528846154,C5,34738
ID04858,0.183160126,0.06,0.336538462,C5,34738
ID04859,0.149153378,0.1,0.519230769,C13,5410
ID04860,0.666820132,0.01,0.778846154,C3,4076
ID04861,0.061589249,0,0.346153846,C10,73430
ID04862,1.190936309,0.03,0.432692308,C8,8794
ID04863,1.181912814,0.12,0.317307692,C13,5410
ID04864,0.486066985,0.12,0.365384615,C8,8794
ID04865,1.037006372,0.01,0.355769231,C5,34738
ID04866,0.112801641,0,0.384615385,C3,4076
ID04867,0.549230784,0.03,0.346153846,C1,4990
ID04868,0.52898651,0.08,0.451923077,C3,4076
ID04869,0.532699995,0.06,0.375,C2,27003
ID04870,0.986015368,0.15,0.442307692,C12,34791
ID04871,0.875117235,0,0.740384615,C9,17804
ID04872,0.931532733,0.08,0.701923077,C14,7788
ID04873,1.165392256,0.05,0.692307692,C8,8794
ID04874,0.150955719,0.01,0.615384615,C10,73430
ID04875,0.598439448,0,0.644230769,C5,34738
ID04876,0.553543677,0.07,0.317307692,C5,34738
ID04877,0.945695675,0.02,0.355769231,C12,34791
ID04878,0.34937896,0.02,0.451923077,C8,8794
ID04879,1.155964411,0.13,0.451923077,C8,8794
ID04880,1.205249078,0.16,0.403846154,C8,8794
ID04881,1.245804283,0.09,0.336538462,C8,8794
ID04882,1.058013067,0.06,0.788461538,C8,8794
ID04883,0.809085486,0.13,0.307692308,C2,27003
ID04884,0.238313889,0.05,0.413461538,C5,34738
ID04885,1.045675809,0.12,0.576923077,C8,8794
ID04886,0.194155342,0.01,0.576923077,C14,7788
ID04887,0.081373288,0.19,0.346153846,C8,8794
ID04888,0.273437294,0.11,0.432692308,C13,5410
ID04889,0.073020485,0.16,0.384615385,C13,5410
ID04890,0.03714767,0.02,0.384615385,C2,27003
ID04891,0.737652643,0.01,0.557692308,C2,27003
ID04892,0.539334716,0.12,0.548076923,C2,27003
ID04893,0.442826674,0.07,0.471153846,C8,8794
ID04894,0.575792168,0.01,0.711538462,C5,34738
ID04895,0.783969128,0.06,0.384615385,C8,8794
ID04896,0.046205416,0.17,0.288461538,C13,5410
ID04897,0.951389678,0.07,0.384615385,C2,27003
ID04898,0.215290846,0.04,0.451923077,C2,27003
ID04899,0.043157633,0.03,0.451923077,C13,5410
ID04900,0.034496411,0.12,0.307692308,C8,8794
ID04901,0.563548319,0.22,0.307692308,C9,17804
ID04902,0.920731045,0.1,0.5,C8,8794
ID04903,1.240039261,0.12,0.346153846,C9,17804
ID04904,0.102315891,0.15,0.413461538,C8,8794
ID04905,1.189904003,0.11,0.701923077,C14,7788
ID04906,0.305352633,0.31,0.75,C8,8794
ID04907,0.751715218,0.13,0.625,C3,4076
ID04908,1.048409314,0.04,0.644230769,C11,6108
ID04909,0.391642732,0.14,0.519230769,C7,6112
ID04910,1.200971847,0.09,0.471153846,C8,8794
